jobid,submit,start,end,nnodes,duration,max_memory,randomness
3785,170575002,170575128,170575136,1,7,35,0.02
3786,170575002,170575135,170575144,1,8,18,0.04
3787,170575002,170575135,170575144,1,8,17,0.44
3788,170575002,170575136,170575145,1,8,17,0.09
3789,170575002,170575136,170575144,1,8,18,0.57
3790,170575002,170575145,170575153,1,8,67,0.55
3791,170575002,170575145,170575153,1,8,83,0.54
3792,170575002,170575145,170575153,1,8,73,0.66
3793,170575002,170575145,170575153,1,8,53,0.7
3794,170575002,170575155,170575163,1,8,18,0.46
3795,170575002,170575155,170575163,1,8,18,0.31
3796,170575002,170575155,170575163,1,8,53,0.92
3797,170575002,170575155,170575163,1,8,17,0.08
3798,170575002,170575165,170575173,1,8,60,0.99
3799,170575002,170575165,170575173,1,8,60,0.56
3800,170575002,170575165,170575173,1,8,18,0.61
3801,170575002,170575165,170575173,1,8,18,0.59
3802,170575002,170575174,170575182,1,7,17,0.81
3803,170575002,170575175,170575182,1,7,18,0.81
3804,170575002,170575175,170575182,1,7,53,0.33
3805,170575002,170575179,170575188,1,8,52,0.67
3806,170575002,170575184,170575192,1,8,17,0.88
3807,170575002,170575184,170575192,1,8,18,0.1
3808,170575002,170575184,170575192,1,8,27,0.98
3809,170575002,170575189,170575197,1,7,18,0.59
3810,170575002,170575193,170575201,1,8,83,0.26
3811,170575002,170575193,170575201,1,8,80,0.43
3812,170575002,170575194,170575202,1,8,66,0.98
3813,170575020,170575066,170575091,2,24,67,0.41
3814,170575021,170575103,170575126,2,23,44,0.2
3815,170575021,170575128,170575153,2,25,44,0.84
3816,170575022,170575140,170575168,2,27,23,0.3
3817,170575023,170575165,170575188,2,23,44,0.94
3818,170575087,170575199,170575207,1,8,39,0.58
3819,170575087,170575203,170575211,1,7,83,0.21
3820,170575087,170575203,170575211,1,7,80,0.13
3821,170575087,170575203,170575211,1,7,66,0.63
3822,170575087,170575209,170575216,1,7,39,0.65
3823,170575087,170575212,170575220,1,7,19,0.95
3824,170575087,170575212,170575220,1,7,19,0.39
3825,170575087,170575213,170575220,1,7,18,0.3
3826,170575087,170575218,170575226,1,7,17,0.12
3827,170575087,170575222,170575229,1,7,19,0.67
3828,170575087,170575222,170575229,1,7,19,0.28
3829,170575087,170575222,170575230,1,7,18,0.04
3830,170575088,170575227,170575235,1,7,17,0.04
3831,170575088,170575231,170575239,1,7,17,0.55
3832,170575088,170575231,170575239,1,7,18,0.2
3833,170575088,170575231,170575239,1,7,18,0.1
3834,170575088,170575236,170575244,1,7,18,0.11
3835,170575088,170575240,170575248,1,7,17,0.61
3836,170575088,170575240,170575248,1,7,18,0.03
3837,170575088,170575240,170575248,1,7,18,0.58
3838,170575088,170575246,170575254,1,8,19,0.16
3839,170575088,170575250,170575259,1,9,25,0.76
3840,170575088,170575250,170575258,1,8,19,0.06
3841,170575088,170575250,170575258,1,8,19,0.25
3842,170575088,170575255,170575265,1,9,38,0.63
3843,170575088,170575260,170575269,1,8,17,0.03
3844,170575088,170575260,170575268,1,8,50,0.9
3845,170575088,170575260,170575269,1,8,44,0.75
3846,170575088,170575265,170575274,1,8,44,0.46
3847,170575088,170575270,170575278,1,8,38,0.35
3848,170575088,170575270,170575278,1,7,53,0.49
3849,170575088,170575270,170575278,1,7,52,0.38
3850,170575088,170575276,170575283,1,7,44,0.19
3851,170575088,170575280,170575287,1,7,35,0.07
3852,170575088,170575280,170575287,1,7,29,0.52
3853,170575088,170575280,170575288,1,7,38,0.3
3854,170575088,170575285,170575293,1,7,21,0.38
3855,170575088,170575289,170575297,1,8,35,0.15
3856,170575088,170575289,170575297,1,8,29,1.0
3857,170575088,170575289,170575298,1,8,38,0.53
3858,170575088,170575294,170575303,1,8,21,0.89
3859,170575088,170575299,170575307,1,8,18,0.75
3860,170575088,170575299,170575307,1,8,18,0.02
3861,170575088,170575299,170575307,1,8,38,0.32
3862,170575089,170575304,170575312,1,7,20,0.79
3863,170575089,170575308,170575316,1,7,18,0.7
3864,170575089,170575308,170575316,1,7,18,1.0
3865,170575089,170575309,170575317,1,8,24,0.88
3866,170575089,170575318,170575325,1,7,19,0.26
3867,170575089,170575318,170575325,1,7,19,0.58
3868,170575089,170575319,170575326,1,7,77,0.86
3869,170575089,170575323,170575331,1,7,54,0.22
3870,170575089,170575327,170575335,1,8,43,0.05
3871,170575089,170575327,170575334,1,7,35,0.98
3872,170575089,170575327,170575335,1,7,59,0.48
3873,170575089,170575333,170575340,1,7,21,0.76
3874,170575089,170575336,170575344,1,8,35,0.55
3875,170575089,170575336,170575344,1,8,59,0.92
3876,170575089,170575337,170575346,1,8,43,0.31
3877,170575089,170575342,170575350,1,8,21,0.95
3878,170575089,170575346,170575354,1,8,17,0.56
3879,170575089,170575346,170575354,1,8,18,0.78
3880,170575089,170575347,170575355,1,8,18,0.89
3881,170575089,170575351,170575360,1,8,25,0.82
3882,170575105,170575140,170575865,1,725,25,0.2
3883,170575160,170575160,170575263,1,103,28,0.47
3884,170575160,170575160,170575263,1,103,28,0.8
3885,170575165,170576642,170576999,1,357,88,0.65
3886,170575171,170575171,170575263,1,91,28,0.2
3887,170575171,170575171,170575263,1,91,31,0.74
3888,170575175,170575175,170575178,1,3,52,0.04
3889,170575206,170575290,170575792,1,502,20,0.67
3890,170575206,170575227,170575256,2,29,47,0.95
3891,170575207,170575265,170575313,2,48,24,0.93
3892,170575208,170575265,170575301,2,36,24,0.96
3893,170575209,170575252,170575293,2,41,29,0.0
3894,170575209,170575277,170575310,2,33,23,0.29
3895,170575211,170577269,170579367,1,2097,22,0.76
3896,170575211,170577279,170579365,1,2086,35,0.36
3897,170575211,170577279,170579367,1,2088,49,0.12
3898,170575212,170577279,170579326,1,2047,26,0.11
3899,170575212,170577279,170579329,1,2050,25,0.06
3900,170575212,170577279,170579330,1,2051,23,0.67
3901,170575218,170575250,170575973,1,723,26,0.38
3902,170575238,170576667,170577024,1,357,82,0.01
3903,170575239,170577257,170585901,1,8644,181,0.63
4239,170575239,170577233,170585694,1,8460,181,0.33
4240,170575239,170577233,170585878,1,8644,180,0.86
4243,170575239,170577245,170585076,1,7831,201,0.81
4244,170575239,170577245,170585889,1,8644,204,0.87
4246,170575239,170577257,170585326,1,8068,182,0.77
3904,170575258,170575555,170576059,1,504,30,0.77
3905,170575260,170575264,170575413,1,148,46,0.1
3906,170575260,170575265,170575413,1,147,28,0.44
3907,170575260,170575265,170575413,1,147,28,0.34
3908,170575260,170575265,170575413,1,147,29,0.92
3909,170575264,170577279,170579332,1,2053,23,0.75
3910,170575264,170577303,170579352,1,2048,23,0.93
3911,170575267,170575277,170576001,1,723,27,0.98
3912,170575272,170575273,170575295,1,22,52,0.16
3913,170575273,170575277,170575690,1,412,118,0.26
3914,170575278,170575356,170575364,1,7,17,0.86
3915,170575278,170575356,170575364,1,7,18,0.14
3916,170575278,170575356,170575364,1,8,20,0.81
3917,170575278,170575362,170575369,1,7,18,0.95
3918,170575278,170575365,170575373,1,7,18,0.85
3919,170575278,170575365,170575373,1,7,17,0.86
3920,170575278,170575366,170575373,1,7,22,0.79
3921,170575278,170575371,170575378,1,7,18,0.69
3922,170575278,170575375,170575382,1,7,38,0.79
3923,170575278,170575375,170575383,1,7,62,0.1
3924,170575278,170575375,170575383,1,7,53,0.61
3925,170575279,170575384,170575391,1,7,38,0.61
3926,170575279,170575384,170575392,1,7,62,0.86
3927,170575279,170575384,170575392,1,7,53,0.89
3928,170575279,170575389,170575397,1,7,19,0.57
3929,170575279,170575393,170575401,1,7,17,0.04
3930,170575279,170575394,170575401,1,7,21,0.91
3931,170575279,170575394,170575401,1,7,18,0.16
3932,170575279,170575399,170575406,1,7,19,0.04
3933,170575279,170575402,170575410,1,7,52,0.46
3934,170575279,170575403,170575410,1,7,21,0.67
3935,170575279,170575403,170575411,1,7,18,0.0
3936,170575279,170575408,170575415,1,7,18,0.47
3937,170575279,170575414,170575421,1,7,18,0.45
3938,170575279,170575414,170575421,1,7,20,0.66
3939,170575279,170575414,170575421,1,7,18,0.07
3940,170575279,170575417,170575425,1,7,18,0.87
3941,170575279,170575423,170575431,1,7,56,0.13
3942,170575279,170575423,170575431,1,7,57,0.32
3943,170575279,170575428,170575435,1,7,53,0.03
3944,170575279,170575431,170575440,1,9,25,0.21
3945,170575279,170575433,170575441,1,7,57,0.16
3946,170575279,170575433,170575441,1,7,56,0.71
3947,170575279,170575437,170575445,1,8,19,0.98
3948,170575279,170575442,170575450,1,8,19,0.36
3949,170575279,170575442,170575450,1,8,21,0.66
3950,170575279,170575442,170575451,1,8,18,0.65
3951,170575279,170575452,170575460,1,8,43,0.7
3952,170575279,170575452,170575460,1,8,21,0.69
3953,170575279,170575452,170575460,1,8,18,0.43
3954,170575279,170575456,170575464,1,8,18,0.06
3955,170575279,170575462,170575470,1,8,18,0.21
3956,170575279,170575462,170575470,1,8,22,0.2
3957,170575280,170575462,170575470,1,8,53,0.73
3958,170575280,170575466,170575473,1,7,18,0.35
3959,170575280,170575472,170575480,1,8,27,0.52
3960,170575280,170575472,170575480,1,8,18,0.07
3961,170575280,170575472,170575480,1,8,18,0.36
3962,170575280,170575475,170575484,1,8,59,0.03
3963,170575280,170575481,170575489,1,8,27,0.29
3964,170575280,170575481,170575489,1,8,18,0.08
3965,170575280,170575482,170575490,1,8,18,0.06
3966,170575280,170575485,170575493,1,8,19,0.03
3967,170575280,170575491,170575499,1,7,18,0.17
3968,170575280,170575491,170575499,1,7,20,0.18
3969,170575280,170575492,170575500,1,7,18,0.2
3970,170575280,170575495,170575503,1,7,59,0.06
3971,170575280,170575501,170575511,1,9,18,0.79
3972,170575280,170575501,170575509,1,7,18,0.75
3973,170575280,170575501,170575509,1,7,20,0.55
3974,170575280,170575504,170575512,1,7,59,0.05
3975,170575280,170575511,170575518,1,7,53,0.0
3976,170575280,170575511,170575518,1,7,55,0.28
3977,170575294,170575297,170575307,1,10,23,0.92
3978,170575307,170575309,170575325,1,15,53,0.17
3979,170575309,170575567,170576073,1,505,21,0.83
3980,170575320,170575428,170575462,2,33,124,0.34
3981,170575320,170575441,170575475,2,33,23,0.04
3982,170575321,170575467,170575498,2,31,44,0.11
3983,170575322,170575505,170575523,2,18,44,0.09
3984,170575322,170575567,170575599,2,31,24,0.78
3985,170575325,170575328,170575337,1,8,22,0.65
3986,170575333,170575414,170575495,1,81,28,0.72
3987,170575333,170575414,170575496,1,81,34,0.21
3988,170575333,170575414,170575496,1,81,28,0.34
3989,170575333,170575433,170575520,1,86,28,0.91
3990,170575334,170575920,170576425,1,504,21,0.83
3991,170575337,170575338,170575350,1,11,22,0.05
3992,170575362,170575362,170575373,1,11,18,0.69
3993,170575372,170575375,170575666,1,291,19,0.53
3994,170575373,170575414,170575429,1,15,25,0.98
3995,170575396,170576162,170576667,1,505,41,0.22
3996,170575406,170575428,170575651,1,222,28,0.05
3997,170575419,170578311,170586955,8,8644,382,0.56
3998,170575419,170575441,170575449,1,7,16,0.06
3999,170575420,170575423,170575432,1,8,18,0.06
4000,170575431,170575497,170576219,1,722,24,0.39
4001,170575433,170575568,170575574,1,6,18,0.24
4002,170575436,170575497,170576219,1,722,18,0.97
4003,170575475,170577465,170578335,1,870,96,0.21
4004,170575475,170577564,170578425,1,861,58,0.0
4005,170575475,170577588,170578704,1,1116,58,0.31
4006,170575475,170577588,170578899,1,1310,69,0.45
4007,170575475,170577588,170578675,1,1086,72,0.27
4008,170575475,170577588,170578609,1,1020,92,0.8
4009,170575475,170577625,170578598,1,972,101,0.36
4010,170575475,170577663,170577857,1,193,72,0.74
4011,170575475,170577651,170578483,1,831,58,0.7
4012,170575475,170577651,170578552,1,901,74,0.91
4013,170575475,170577688,170578852,1,1164,71,0.84
4014,170575475,170577724,170578364,1,639,70,0.37
4015,170575475,170577737,170578490,1,752,58,0.35
4016,170575475,170577737,170579025,1,1287,58,0.8
4017,170575475,170577750,170578500,1,750,77,0.22
4018,170575475,170577774,170578284,1,509,89,0.46
4019,170575475,170577799,170578563,1,763,57,0.62
4020,170575475,170577799,170578760,1,961,64,0.11
4021,170575475,170577811,170578676,1,865,57,0.23
4022,170575475,170577860,170578582,1,721,62,0.01
4023,170575475,170577873,170578840,1,967,101,0.24
4024,170575475,170577897,170578736,1,839,58,0.51
4025,170575475,170577897,170578730,1,832,58,0.26
4026,170575475,170577897,170578723,1,826,66,0.32
4027,170575475,170577958,170578935,1,977,58,0.95
4028,170575475,170577982,170578895,1,912,58,0.86
4029,170575475,170578007,170578975,1,968,71,0.69
4030,170575475,170578053,170579080,1,1026,86,0.38
4031,170575475,170578061,170579089,1,1027,80,0.58
4032,170575475,170578067,170578972,1,904,80,0.05
4033,170575475,170578171,170579564,1,1393,83,0.01
4034,170575475,170578171,170579576,1,1405,92,0.46
4035,170575476,170578171,170579548,1,1376,70,0.33
4036,170575476,170578171,170579578,1,1407,84,0.0
4037,170575476,170578171,170579547,1,1376,92,0.18
4038,170575476,170578171,170579538,1,1366,70,0.13
4039,170575476,170578283,170579696,1,1412,59,0.59
4040,170575476,170578286,170579713,1,1427,88,0.98
4041,170575476,170578311,170579592,1,1281,84,0.88
4042,170575476,170578311,170579540,1,1229,85,0.81
4043,170575476,170578311,170579321,1,1010,85,0.04
4044,170575476,170578311,170579469,1,1157,85,0.05
4045,170575476,170578311,170579576,1,1264,84,0.24
4046,170575476,170578311,170579228,1,916,85,0.95
4047,170575476,170578311,170579248,1,936,84,0.66
4048,170575476,170578311,170579356,1,1045,83,0.91
4049,170575476,170578311,170579258,1,946,84,0.84
4050,170575476,170578311,170579309,1,997,84,0.79
4051,170575476,170578311,170579072,1,761,84,0.36
4052,170575476,170578311,170579087,1,776,84,0.86
4053,170575476,170578311,170579054,1,743,84,0.98
4054,170575476,170578311,170579504,1,1192,85,0.12
4055,170575476,170578311,170579391,1,1079,84,0.92
4056,170575476,170578311,170579423,1,1111,84,0.19
4057,170575476,170578311,170579250,1,939,106,0.83
4058,170575476,170578311,170579328,1,1016,107,0.97
4059,170575476,170578311,170579314,1,1002,85,0.98
4060,170575476,170578311,170579277,1,966,85,0.62
4061,170575476,170578311,170579308,1,997,85,0.44
4062,170575476,170578311,170579229,1,918,84,0.48
4063,170575476,170578311,170579230,1,918,84,0.99
4064,170575476,170578311,170579226,1,915,84,0.42
4065,170575476,170578311,170579446,1,1134,85,0.54
4066,170575476,170578311,170579154,1,843,85,0.57
4067,170575476,170578311,170579349,1,1038,85,0.95
4068,170575483,170575492,170575653,1,160,47,0.48
4069,170575493,170576275,170576999,1,723,26,0.01
4070,170575507,170575507,170575609,1,102,25,0.77
4071,170575508,170577393,170579347,1,1953,58,0.22
4072,170575508,170577399,170579357,1,1957,23,0.68
4073,170575508,170577406,170579363,1,1956,44,0.18
4074,170575508,170577418,170579366,1,1948,76,0.26
4075,170575508,170577421,170579329,1,1908,44,0.7
4076,170575508,170577436,170579348,1,1912,97,0.56
4077,170575544,170576429,170577155,1,725,86,0.05
4078,170575569,170575569,170575683,1,113,28,0.69
4079,170575569,170575569,170575683,1,113,28,0.5
4080,170575569,170575570,170575683,1,113,30,0.96
4081,170575569,170575570,170575683,1,113,28,0.98
4082,170575576,170575576,170576234,1,657,21,0.43
4083,170575577,170575611,170575647,1,36,25,0.17
4084,170575612,170575655,170576115,1,460,45,0.85
4085,170575616,170575983,170576014,2,30,79,0.29
4086,170575617,170575996,170576017,2,21,86,0.99
4087,170575617,170576008,170576038,2,30,58,0.66
4088,170575618,170576021,170576040,2,19,38,0.35
4089,170575619,170576021,170576049,2,28,23,0.48
4090,170575683,170575685,170575941,1,256,28,0.23
4091,170575683,170575685,170575941,1,256,28,0.54
4092,170575683,170575685,170575941,1,256,30,0.8
4093,170575684,170575685,170575941,1,256,28,0.61
4094,170575712,170577326,170578169,1,843,58,0.48
4095,170575712,170577350,170578170,1,819,80,0.17
4096,170575713,170577377,170578170,1,792,58,0.33
4097,170575713,170577381,170578170,1,789,44,0.93
4098,170575714,170577382,170577388,1,5,40,0.6
4099,170575714,170577386,170577391,1,5,58,0.55
4100,170575715,170577386,170578170,1,783,46,0.64
4101,170575715,170577390,170578170,1,779,47,0.71
4102,170575720,170575722,170576445,1,723,21,0.12
4103,170575724,170577196,170577228,1,31,95,0.08
4104,170575725,170577208,170585851,1,8642,50,0.53
4105,170575726,170577208,170582771,1,5562,63,0.85
4106,170575777,170577233,170577243,1,9,76,0.9
4107,170575778,170577233,170577243,1,10,80,0.54
4108,170575792,170576642,170577142,1,500,23,0.73
4109,170575831,170575870,170575978,1,107,18,0.67
4110,170575865,170576680,170577404,1,724,48,0.19
4111,170575884,170578311,170582121,1,3809,85,0.31
4366,170575884,170578311,170582114,1,3802,86,0.81
4367,170575884,170578311,170582114,1,3802,84,0.04
4368,170575884,170578311,170582112,1,3800,84,0.71
4369,170575884,170578311,170582111,1,3799,84,0.41
4370,170575884,170578311,170582126,1,3814,83,0.42
4371,170575884,170578311,170582091,1,3779,84,0.26
4372,170575884,170578311,170578318,1,7,97,0.47
4373,170575884,170578311,170582101,1,3790,85,0.35
4374,170575884,170578311,170578318,1,7,84,0.35
4375,170575884,170578311,170582121,1,3810,84,0.28
4376,170575884,170578311,170582126,1,3814,91,0.65
4377,170575884,170578311,170582108,1,3796,85,0.34
4378,170575884,170578311,170582131,1,3820,85,0.55
4379,170575884,170578311,170582104,1,3792,85,0.52
4380,170575884,170578311,170582114,1,3803,85,0.12
4381,170575884,170578311,170582117,1,3805,85,0.17
4382,170575884,170578311,170582112,1,3801,85,0.31
4383,170575884,170578311,170582108,1,3797,85,0.15
4384,170575884,170578311,170582119,1,3808,85,0.88
4385,170575884,170578311,170582123,1,3811,84,0.63
4386,170575884,170578311,170582113,1,3802,85,0.21
4387,170575884,170578311,170578318,1,7,84,0.37
4388,170575884,170578311,170582120,1,3808,84,0.68
4389,170575884,170578311,170582102,1,3791,84,0.59
4390,170575884,170578311,170582139,1,3827,84,0.95
4391,170575884,170578311,170582119,1,3807,85,0.71
4392,170575884,170578311,170578318,1,7,84,0.76
4393,170575884,170578311,170582132,1,3821,84,0.2
4394,170575884,170578311,170578318,1,7,85,0.79
4112,170575943,170577442,170586085,1,8642,17,0.78
4113,170575947,170577447,170580535,1,3088,57,0.23
4114,170575951,170575951,170576243,1,292,29,0.6
4115,170575951,170575951,170576243,1,292,28,0.04
4116,170575951,170575951,170576243,1,291,29,0.18
4117,170575951,170575951,170576243,1,291,31,0.01
4118,170575975,170575975,170576239,1,263,57,0.78
4119,170575979,170575983,170576526,1,543,35,0.69
4120,170576001,170576717,170577440,1,723,25,0.62
4121,170576042,170577568,170586211,4,8642,62,0.88
4122,170576042,170586221,170594865,4,8644,36,0.79
4123,170576042,170594983,170603626,4,8643,65,0.62
4124,170576042,170603833,170612477,4,8644,103,0.84
4125,170576059,170576704,170577207,1,502,21,0.72
4126,170576062,170576642,170576669,2,26,87,0.63
4127,170576063,170576667,170576695,2,28,28,0.96
4128,170576063,170576667,170576709,2,41,21,0.63
4129,170576064,170576680,170576698,2,18,38,0.61
4130,170576065,170576680,170576705,2,25,30,0.94
4131,170576073,170576704,170577207,1,502,37,0.95
4132,170576184,170576185,170576340,1,155,19,0.45
4133,170576219,170576492,170576857,1,364,56,0.18
4134,170576235,170576235,170576959,1,723,31,0.36
4135,170576239,170576239,170576962,1,723,36,0.1
4136,170576243,170576243,170576376,1,132,28,0.96
4137,170576243,170576243,170576376,1,132,28,0.37
4138,170576243,170576245,170576376,1,131,29,0.34
4139,170576243,170576245,170576376,1,131,28,0.32
4140,170576267,170578311,170579888,1,1576,84,0.48
4141,170576267,170578311,170579888,1,1576,84,0.18
4142,170576268,170578311,170579888,1,1577,84,0.03
4143,170576268,170578311,170579889,1,1577,84,0.88
4144,170576289,170583622,170583985,16,362,39,0.76
4145,170576289,170583985,170584348,16,362,36,0.55
4146,170576289,170582701,170583064,4,362,48,0.58
4147,170576289,170583074,170583439,4,364,31,0.27
4148,170576289,170583362,170583727,8,364,52,0.13
4149,170576289,170583727,170584090,8,362,31,0.62
4150,170576348,170576348,170576650,1,301,18,0.71
4151,170576376,170576376,170576397,1,20,22,0.08
4152,170576376,170576376,170576397,1,20,19,0.53
4153,170576376,170576398,170576417,1,18,19,0.52
4154,170576376,170576398,170576417,1,18,22,0.06
4155,170576376,170576418,170576437,1,18,19,0.08
4156,170576376,170576419,170576438,1,19,75,0.06
4157,170576376,170576439,170576458,1,19,68,0.23
4158,170576376,170576440,170576459,1,19,39,0.61
4159,170576376,170576447,170576465,1,18,19,0.9
4160,170576377,170576377,170576613,1,235,29,0.5
4161,170576377,170576377,170576571,1,193,28,0.48
4162,170576377,170576377,170576613,1,235,28,0.3
4163,170576377,170576378,170576571,1,193,28,0.57
4164,170576425,170576717,170577219,1,502,21,0.9
4165,170576466,170576466,170577190,1,723,22,0.48
4166,170576482,170576484,170576575,1,91,125,0.53
4167,170576510,170576512,170576534,1,21,131,0.47
4168,170576515,170576535,170577222,1,687,131,0.38
4169,170576524,170576572,170577222,1,649,28,0.89
4170,170576575,170576576,170576596,1,19,107,0.9
3229,170576584,170576617,170577602,1,985,57,0.31
3230,170576584,170576617,170576798,1,180,56,0.65
4171,170576600,170577325,170585964,1,8639,40,0.39
4172,170576628,170576680,170576886,1,206,38,0.75
4173,170576661,170576663,170577074,1,411,18,0.76
4174,170576662,170576663,170576666,1,2,18,0.29
4175,170576666,170576667,170576708,1,40,121,0.09
4176,170576667,170576754,170577256,1,501,21,0.45
4177,170576691,170576692,170576885,1,193,28,0.52
4178,170576691,170576692,170576885,1,193,28,0.45
4179,170576692,170576692,170576891,1,199,40,0.88
4180,170576707,170576717,170576741,2,24,28,0.83
4181,170576708,170576717,170576741,2,24,22,0.15
4182,170576708,170576717,170576736,2,18,30,0.16
4183,170576709,170576754,170576775,2,20,28,0.78
4184,170576710,170576754,170576778,2,23,22,0.06
4185,170576729,170578311,170581253,1,2941,83,0.47
4186,170576729,170578311,170581253,1,2941,84,0.4
4187,170576729,170578311,170581253,1,2941,84,0.63
4188,170576729,170578311,170581253,1,2942,84,0.49
4189,170576729,170578311,170581253,1,2941,97,0.04
4190,170576729,170578311,170581253,1,2941,84,0.9
4191,170576729,170578311,170581253,1,2941,107,0.69
4192,170576729,170578311,170581253,1,2941,91,0.4
4193,170576737,170576737,170576871,1,133,46,0.81
4194,170576782,170576816,170577006,1,189,80,0.96
4195,170576784,170576791,170576814,2,23,28,0.77
4196,170576784,170576791,170576813,2,21,22,0.88
4197,170576785,170576791,170576814,2,22,45,0.12
4198,170576786,170576791,170576813,2,21,23,0.88
4199,170576786,170576791,170576812,2,20,23,0.28
4200,170576812,170576874,170577124,1,249,42,0.94
4201,170576813,170576887,170577340,1,453,28,0.84
4202,170576824,170576828,170576854,2,25,28,0.38
4203,170576824,170576828,170576848,2,19,22,0.75
4204,170576825,170576828,170576848,2,19,45,0.62
4205,170576826,170576828,170576847,2,18,23,0.62
4206,170576826,170576828,170576847,2,18,23,0.19
4207,170576864,170576865,170576890,2,24,28,0.58
4208,170576887,170576890,170577398,1,507,20,0.3
4209,170576963,170576963,170577685,1,722,98,0.01
4210,170576999,170577860,170578585,1,724,63,0.33
4211,170577056,170577576,170578975,1,1399,28,0.66
4212,170577062,170577588,170578977,1,1388,26,0.64
4213,170577069,170577613,170578977,1,1363,26,0.07
4214,170577074,170577613,170578165,1,552,21,0.61
4215,170577089,170577090,170577187,1,97,183,0.77
4216,170577098,170578311,170578666,2,354,84,0.4
4217,170577101,170577102,170577466,1,364,28,0.97
4218,170577101,170577102,170577466,1,364,28,0.8
4219,170577101,170577102,170577466,1,364,41,0.81
4220,170577101,170577189,170577550,1,361,176,0.81
4221,170577107,170577625,170578720,1,1094,44,0.9
4222,170577113,170577663,170578954,1,1290,54,0.83
4223,170577116,170577651,170578477,1,826,24,0.71
4224,170577122,170577651,170578703,1,1051,46,0.0
4225,170577124,170577125,170577340,1,214,37,0.67
4226,170577142,170577860,170578368,1,507,21,0.7
4227,170577146,170577515,170577567,2,52,62,0.74
4228,170577147,170577675,170577728,2,52,63,0.33
4229,170577148,170577737,170577791,2,53,69,0.51
4230,170577149,170577860,170577914,2,53,67,0.16
4231,170577150,170577860,170577914,2,54,63,0.72
4232,170577155,170577860,170578585,1,724,26,0.86
4233,170577207,170577860,170578368,1,507,21,0.03
4234,170577207,170577860,170578368,1,507,21,0.7
4235,170577212,170577214,170577222,1,8,18,0.72
4236,170577219,170577922,170578427,1,505,67,0.62
4237,170577230,170577231,170577292,1,61,52,0.6
4238,170577232,170577232,170577956,1,724,21,0.36
4241,170577234,170577234,170577959,1,724,21,0.38
4242,170577234,170578311,170579316,2,1004,491,0.54
4245,170577256,170577922,170578427,1,505,62,0.73
4247,170577263,170577342,170578065,1,723,40,0.98
4248,170577263,170577370,170578092,1,722,125,0.97
4249,170577272,170577299,170577301,1,2,30,0.13
4250,170577273,170578053,170580216,256,2163,469,0.89
4251,170577277,170577663,170577676,1,13,20,0.49
4252,170577281,170578311,170581974,1,3663,83,0.57
4253,170577297,170577303,170577415,1,112,100,0.58
4254,170577301,170577342,170577368,1,26,125,0.94
4255,170577404,170577922,170578645,1,723,63,0.06
4256,170577440,170577922,170578645,1,723,62,0.03
4257,170577455,170577455,170577477,1,22,53,0.09
4258,170577496,170577496,170577605,1,108,57,0.35
4259,170577536,170582314,170582319,4,4,22,0.34
4260,170577536,170582350,170582355,4,4,30,0.14
4261,170577536,170582356,170582361,4,4,20,0.92
4262,170577536,170582362,170582367,4,4,20,0.37
4263,170577537,170582369,170582373,4,4,20,0.44
4264,170577537,170582375,170582379,4,4,20,0.93
4265,170577537,170582381,170582385,4,4,20,0.79
4266,170577537,170582411,170582416,4,4,52,0.9
4267,170577537,170582442,170582450,4,7,20,0.91
4268,170577537,170582451,170582456,4,4,20,0.56
4269,170577537,170582457,170582462,4,4,20,0.68
4270,170577537,170582464,170582468,4,4,20,0.94
4271,170577537,170582470,170582474,4,4,20,0.64
4272,170577537,170582476,170582480,4,4,20,0.01
4273,170577537,170582482,170582486,4,4,20,0.82
4274,170577537,170582488,170582493,4,4,20,0.1
4275,170577537,170582494,170582499,4,4,31,0.24
4276,170577537,170582500,170582505,4,4,31,0.23
4277,170577537,170582506,170582511,4,4,20,0.28
4278,170577537,170582513,170582517,4,4,20,0.07
4279,170577537,170582519,170582523,4,4,20,0.79
4280,170577537,170582594,170582599,4,4,18,0.54
4281,170577538,170582600,170582605,4,4,18,0.91
4282,170577538,170582613,170582618,4,4,68,0.55
4283,170577538,170582620,170582624,4,4,68,0.11
4284,170577538,170582626,170582631,4,4,19,0.31
4285,170577538,170582632,170582637,4,4,19,0.1
4286,170577538,170582639,170582643,4,4,19,0.3
4287,170577538,170582645,170582649,4,4,70,0.89
4288,170577554,170577554,170577737,1,182,81,0.85
4289,170577573,170577573,170577695,1,122,121,0.94
4290,170577581,170577581,170577944,1,362,51,0.1
4291,170577581,170577581,170577944,1,362,40,0.99
4292,170577581,170577606,170577971,1,364,39,0.84
4293,170577581,170577697,170578062,1,364,40,0.58
4294,170577590,170577737,170578281,1,544,24,0.04
4295,170577608,170578311,170584692,1,6381,492,0.33
4296,170577632,170577687,170577799,1,111,92,0.05
4297,170577684,170578311,170578899,1,587,85,0.43
4298,170577738,170578311,170579968,1,1656,86,0.57
4299,170577740,170578311,170579937,1,1626,86,0.64
4300,170577743,170577743,170577838,1,94,63,0.96
4301,170577743,170578311,170578315,16,3,176,0.06
4302,170577803,170577805,170577815,1,10,62,0.26
4303,170577836,170577836,170577945,1,109,88,0.89
4304,170577847,170577847,170577956,1,109,61,0.91
4305,170577859,170578311,170586950,2,8638,99,0.2
4306,170577859,170578311,170586955,2,8643,87,0.7
4307,170577883,170577946,170578128,1,181,51,0.03
