jobid,submit,start,end,nnodes,duration,max_memory,randomness
8582,170594991,170595132,170595223,1,90,28,0.07
8583,170594991,170595132,170595223,1,90,18,0.03
8584,170594991,170595145,170595236,1,90,21,0.17
8585,170594991,170595145,170595236,1,90,22,0.17
8586,170594991,170595145,170595236,1,90,23,0.43
8587,170594991,170595145,170595236,1,90,19,0.1
8588,170594991,170595145,170595236,1,90,22,0.14
8589,170594991,170595145,170595236,1,90,19,0.73
8590,170594991,170595145,170595236,1,90,19,0.11
8591,170594991,170595145,170595236,1,90,18,0.99
8592,170594991,170595145,170595236,1,90,18,0.94
8593,170594991,170595145,170595236,1,90,18,0.48
8594,170594991,170595145,170595236,1,90,18,0.07
8595,170594991,170595145,170595236,1,91,33,0.04
8596,170594991,170595157,170595248,1,91,32,0.86
8597,170594991,170595157,170595248,1,90,51,0.47
8598,170594991,170595157,170595248,1,91,33,0.97
8599,170594992,170595157,170595248,1,90,34,0.8
8600,170594992,170595157,170595248,1,91,34,0.37
8601,170594992,170595157,170595248,1,90,34,0.19
8602,170594992,170595157,170595248,1,90,33,0.77
8603,170594992,170595157,170595248,1,90,19,0.07
8604,170594992,170595157,170595248,1,90,19,0.26
8605,170594992,170595157,170595248,1,90,23,0.98
8606,170594992,170595157,170595248,1,90,20,0.76
8607,170594992,170595157,170595248,1,90,19,0.3
8608,170594992,170595169,170595260,1,90,94,0.94
8609,170594992,170595169,170595260,1,91,18,0.63
8610,170594992,170595169,170595260,1,90,22,0.62
8611,170594992,170595169,170595260,1,90,19,0.07
8612,170594992,170595169,170595260,1,90,22,0.29
8613,170594992,170595169,170595260,1,90,22,0.67
8614,170594992,170595169,170595260,1,90,35,0.71
8615,170594992,170595169,170595260,1,90,24,0.48
8616,170594992,170595169,170595260,1,90,37,0.24
8617,170594992,170595169,170595260,1,90,21,0.6
8618,170594992,170595169,170595260,1,90,22,0.61
8619,170594992,170595169,170595260,1,90,23,0.42
8620,170594992,170595181,170595272,1,90,20,0.42
8621,170594992,170595181,170595272,1,90,20,0.46
8622,170594992,170595181,170595272,1,90,129,0.68
8623,170594992,170595181,170595272,1,91,123,0.26
8624,170594992,170595181,170595272,1,90,21,0.17
8625,170594992,170595181,170595272,1,90,19,0.75
8626,170594992,170595181,170595272,1,90,35,0.85
8627,170594992,170595181,170595272,1,90,19,0.01
8628,170594993,170595181,170595272,1,91,123,0.81
8629,170594993,170595181,170595272,1,91,129,0.18
8630,170594993,170595181,170595272,1,90,123,0.97
8631,170594993,170595181,170595272,1,91,123,0.37
8632,170594993,170595194,170595285,1,90,34,0.47
8633,170594993,170595194,170595285,1,90,35,0.8
8634,170594993,170595194,170595285,1,91,18,0.68
8635,170594993,170595194,170595285,1,90,18,0.2
8636,170594993,170595194,170595285,1,90,20,0.24
8637,170594993,170595194,170595285,1,91,19,0.99
8638,170594993,170595194,170595285,1,91,19,0.51
8639,170594993,170595194,170595285,1,91,20,0.73
8640,170594993,170595194,170595285,1,90,20,0.32
8641,170594993,170595194,170595285,1,90,19,0.85
8642,170594993,170595218,170595309,1,90,20,0.81
8643,170594993,170595206,170595297,1,91,18,0.4
8644,170594993,170595218,170595309,1,90,20,0.76
8645,170594993,170595206,170595297,1,90,23,0.5
8646,170594993,170595206,170595297,1,90,45,0.85
8647,170594993,170595218,170595309,1,90,20,0.94
8648,170594993,170595206,170595297,1,90,21,0.38
8649,170594993,170595206,170595297,1,90,21,0.27
8650,170594993,170595218,170595309,1,90,21,0.18
8651,170594993,170595218,170595309,1,90,18,0.73
8652,170594993,170595218,170595309,1,90,19,0.89
8653,170594993,170595218,170595309,1,90,19,0.56
8654,170594993,170595218,170595309,1,91,19,0.37
8655,170594993,170595218,170595309,1,90,19,0.75
8656,170594993,170595218,170595309,1,90,20,0.92
8657,170594993,170595218,170595309,1,90,20,0.49
8658,170594994,170595218,170595309,1,90,20,0.55
8659,170594994,170595231,170595321,1,90,19,0.73
8660,170594994,170595231,170595321,1,90,18,0.07
8661,170594994,170595231,170595321,1,90,42,0.79
8662,170594994,170595231,170595321,1,90,40,0.65
8663,170594994,170595231,170595321,1,90,20,0.16
8664,170594994,170595231,170595321,1,90,20,0.94
8665,170594994,170595231,170595321,1,90,18,0.8
8666,170594994,170595231,170595321,1,90,33,0.28
8667,170594994,170595231,170595321,1,90,41,0.36
8668,170594994,170595231,170595321,1,90,24,0.9
8669,170594994,170595231,170595321,1,90,17,0.63
8670,170594994,170595231,170595322,1,91,17,0.72
8671,170594994,170595243,170595334,1,90,19,0.37
8672,170594994,170595243,170595334,1,91,33,0.69
8673,170594994,170595243,170595334,1,90,19,0.54
8674,170594994,170595243,170595334,1,91,22,0.81
8675,170594994,170595243,170595334,1,91,21,0.77
8676,170594994,170595243,170595334,1,91,34,0.59
8677,170594994,170595243,170595334,1,91,20,0.54
8678,170594994,170595243,170595334,1,90,22,0.24
8679,170594994,170595243,170595334,1,90,23,0.98
8680,170594994,170595243,170595334,1,90,19,0.24
8681,170594994,170595243,170595334,1,90,22,0.02
8682,170594994,170595243,170595334,1,91,19,0.08
8683,170594994,170595268,170595359,1,90,18,0.93
8684,170594994,170595256,170595347,1,90,16,0.51
8685,170594994,170595256,170595347,1,90,19,0.3
8686,170594994,170595256,170595347,1,90,20,0.04
8687,170594994,170595256,170595347,1,90,28,0.93
8688,170594994,170595256,170595347,1,90,18,0.37
8689,170594995,170595256,170595347,1,90,18,0.21
8690,170594995,170595256,170595347,1,90,18,0.39
8691,170594995,170595256,170595347,1,91,18,0.67
8692,170594995,170595256,170595347,1,91,18,0.71
8693,170594995,170595256,170595347,1,91,19,0.42
8694,170594995,170595256,170595347,1,91,19,0.7
8695,170594995,170595005,170595043,1,38,135,0.12
8696,170594995,170595268,170595359,1,90,19,0.61
8697,170594995,170595268,170595359,1,90,18,0.56
8698,170594995,170595268,170595359,1,90,22,0.91
8699,170594995,170595268,170595359,1,90,24,0.22
8700,170594995,170595268,170595359,1,90,37,0.4
8701,170594995,170595268,170595359,1,90,21,0.53
8702,170594995,170595268,170595359,1,90,22,0.62
8703,170594995,170595268,170595359,1,90,23,0.23
8704,170594995,170595268,170595359,1,90,33,0.86
8705,170594995,170595268,170595359,1,90,33,0.99
8706,170594995,170595268,170595359,1,91,33,0.89
8707,170594995,170595280,170595371,1,91,17,0.71
8708,170594995,170595280,170595371,1,91,20,0.03
8709,170594995,170595280,170595371,1,91,20,0.33
8710,170594995,170595280,170595371,1,91,20,0.99
8711,170594995,170595280,170595371,1,91,20,0.63
8712,170594995,170595280,170595371,1,91,20,0.83
8713,170594995,170595280,170595371,1,90,20,0.07
8714,170594995,170595280,170595371,1,91,20,0.91
8715,170594995,170595280,170595371,1,91,21,0.61
8716,170594995,170595280,170595371,1,91,19,0.22
8717,170594995,170595280,170595371,1,91,35,0.68
8718,170594995,170595280,170595371,1,91,19,0.97
8719,170594995,170595281,170595372,1,90,22,0.44
8720,170594995,170595281,170595372,1,90,34,0.2
8721,170594996,170595281,170595372,1,90,34,0.98
8722,170594996,170595281,170595372,1,90,34,0.67
8723,170594996,170595281,170595372,1,91,33,0.84
8724,170594996,170595281,170595372,1,90,33,0.48
8725,170594996,170595281,170595372,1,90,33,0.47
8726,170594996,170595281,170595372,1,90,33,0.06
8727,170594996,170595281,170595372,1,91,28,0.71
8728,170594996,170595281,170595372,1,90,20,0.06
8729,170594996,170595281,170595372,1,90,19,0.15
8730,170594996,170595281,170595372,1,91,18,0.75
8731,170594996,170595281,170595372,1,90,33,0.89
8732,170594996,170595281,170595372,1,90,32,0.54
8733,170594996,170595281,170595372,1,90,33,0.22
8734,170594996,170595281,170595372,1,90,33,0.41
8735,170594996,170595281,170595372,1,90,33,0.83
8736,170594996,170595281,170595372,1,90,33,0.66
8737,170594996,170595281,170595372,1,90,33,0.67
8738,170594996,170595281,170595372,1,90,29,0.31
8739,170594996,170595281,170595372,1,90,32,0.29
8740,170594996,170595281,170595372,1,90,33,0.08
8741,170594996,170595281,170595372,1,90,33,0.9
8742,170594996,170595281,170595372,1,90,33,0.17
8743,170594996,170595281,170595372,1,91,33,0.6
8744,170594996,170595281,170595372,1,91,33,0.26
8745,170594996,170595281,170595372,1,91,32,0.76
8746,170594996,170595281,170595372,1,90,33,0.73
8747,170594996,170595281,170595372,1,90,118,0.55
8748,170594996,170595281,170595372,1,90,35,0.04
8749,170594996,170595286,170595377,1,90,34,0.45
8750,170594997,170595286,170595377,1,90,20,0.21
8751,170594997,170595286,170595377,1,90,20,0.79
8752,170594997,170595286,170595377,1,90,20,0.71
8753,170594997,170595286,170595377,1,90,18,0.87
8754,170594997,170595286,170595377,1,90,19,0.6
8755,170594997,170595286,170595377,1,90,18,0.5
8756,170594997,170595286,170595377,1,90,19,0.28
8757,170594997,170595287,170595377,1,90,19,0.08
8758,170594997,170595297,170595388,1,91,19,0.11
8759,170594997,170595297,170595388,1,91,20,0.56
8760,170594997,170595298,170595388,1,90,19,0.76
8761,170594997,170595298,170595388,1,90,19,0.6
8762,170594997,170595298,170595388,1,90,19,0.6
8763,170594997,170595298,170595388,1,90,19,0.54
8764,170594997,170595298,170595389,1,90,20,0.94
8765,170594998,170595298,170595389,1,90,20,0.6
8766,170594998,170595298,170595389,1,90,20,0.9
8767,170594998,170595298,170595389,1,90,20,1.0
8768,170594998,170595298,170595389,1,90,20,0.15
8769,170594998,170595298,170595389,1,90,20,0.37
8770,170594998,170595298,170595389,1,90,20,0.94
8771,170594998,170595298,170595389,1,90,21,0.17
8772,170594998,170595298,170595389,1,90,45,0.57
8773,170594998,170595298,170595389,1,90,21,0.88
8774,170594998,170595298,170595389,1,90,21,0.94
8775,170594998,170595299,170595389,1,90,18,0.25
8776,170594998,170595311,170595402,1,90,18,0.81
8777,170594998,170595311,170595402,1,91,20,0.58
8778,170594998,170595311,170595402,1,90,20,0.06
8779,170594998,170595311,170595402,1,90,19,0.46
8780,170594998,170595311,170595402,1,90,19,0.62
8781,170594998,170595311,170595402,1,90,55,0.06
8782,170594998,170595311,170595402,1,90,19,0.52
8783,170594998,170595313,170595404,1,91,60,0.19
8784,170594998,170595313,170595404,1,91,55,0.95
8785,170594998,170595313,170595404,1,91,57,0.19
8786,170594998,170595314,170595404,1,90,59,0.53
8787,170594998,170595314,170595405,1,91,60,0.85
8788,170594998,170595322,170595413,1,90,56,0.67
8789,170594998,170595324,170595415,1,90,18,0.82
8790,170594998,170595324,170595415,1,90,42,0.97
8791,170594998,170595324,170595415,1,90,40,0.54
8792,170594998,170595324,170595415,1,90,20,0.88
8793,170594998,170595324,170595415,1,90,20,0.31
8794,170594998,170595324,170595415,1,90,60,0.91
8795,170594999,170595324,170595415,1,90,18,0.44
8796,170594999,170595324,170595415,1,90,33,0.87
8797,170594999,170595324,170595415,1,90,41,0.74
8798,170594999,170595324,170595415,1,90,24,0.08
8799,170594999,170595324,170595415,1,90,17,0.74
8800,170594999,170595334,170595425,1,91,53,0.56
8801,170594999,170595334,170595425,1,90,73,0.66
8802,170594999,170595336,170595427,1,90,19,0.44
8803,170594999,170595336,170595427,1,90,33,0.8
8804,170594999,170595336,170595427,1,90,19,0.32
8805,170594999,170595336,170595427,1,90,22,0.84
8806,170594999,170595336,170595427,1,90,21,0.74
8807,170594999,170595336,170595427,1,90,34,0.02
8808,170594999,170595336,170595427,1,90,20,0.94
8809,170594999,170595336,170595427,1,90,22,0.14
8810,170594999,170595336,170595427,1,90,23,0.16
8811,170594999,170595336,170595427,1,90,19,0.42
8812,170594999,170595348,170595439,1,90,27,0.13
8813,170594999,170595348,170595439,1,91,23,0.3
8814,170594999,170595348,170595439,1,90,22,0.83
8815,170594999,170595348,170595439,1,90,19,0.82
8816,170594999,170595349,170595440,1,90,16,0.25
8817,170594999,170595349,170595440,1,90,19,0.92
8818,170594999,170595349,170595440,1,90,20,0.09
8819,170594999,170595349,170595440,1,90,28,0.07
8820,170594999,170595349,170595440,1,90,18,0.31
8821,170594999,170595349,170595440,1,90,18,0.11
8822,170594999,170595349,170595440,1,90,19,0.13
8823,170594999,170595360,170595451,1,90,18,0.89
8824,170594999,170595360,170595451,1,90,22,0.25
8825,170594999,170595360,170595451,1,90,21,0.13
8826,170595000,170595360,170595451,1,90,33,0.27
8827,170595000,170595360,170595451,1,90,33,0.12
8828,170595000,170595360,170595451,1,90,18,0.18
8829,170595000,170595360,170595451,1,90,23,0.33
8830,170595000,170595360,170595451,1,90,19,0.2
8831,170595000,170595360,170595451,1,90,37,0.71
8832,170595000,170595360,170595451,1,90,18,0.1
8833,170595000,170595360,170595451,1,90,24,0.07
8834,170595000,170595360,170595451,1,90,33,0.72
8835,170595000,170595372,170595463,1,90,22,0.59
8836,170595000,170595372,170595463,1,90,19,0.12
8837,170595000,170595372,170595463,1,90,18,0.0
8838,170595000,170595372,170595463,1,90,18,0.16
8839,170595000,170595373,170595464,1,90,19,0.02
8840,170595000,170595373,170595464,1,90,19,0.24
8841,170595000,170595373,170595464,1,90,20,0.94
8842,170595000,170595373,170595464,1,90,17,0.44
8843,170595000,170595373,170595464,1,90,20,0.56
8844,170595000,170595373,170595464,1,90,19,0.64
8845,170595000,170595373,170595464,1,90,35,0.05
8846,170595000,170595373,170595464,1,90,20,0.07
8847,170595000,170595373,170595464,1,90,20,0.59
8848,170595000,170595373,170595464,1,90,20,0.57
8849,170595000,170595373,170595464,1,90,20,0.63
8850,170595000,170595373,170595464,1,90,21,0.88
8851,170595000,170595374,170595465,1,90,33,0.54
8852,170595000,170595374,170595465,1,90,34,0.15
8853,170595000,170595374,170595465,1,90,33,0.84
8854,170595000,170595374,170595465,1,90,33,0.56
8855,170595001,170595374,170595465,1,90,33,0.61
8856,170595001,170595374,170595465,1,90,33,0.5
8857,170595001,170595374,170595465,1,90,118,0.77
8858,170595001,170595374,170595465,1,90,19,0.49
8859,170595001,170595374,170595465,1,90,33,0.59
8860,170595001,170595374,170595465,1,90,29,0.67
8861,170595001,170595374,170595465,1,90,34,0.39
8862,170595001,170595374,170595465,1,90,34,0.6
8863,170595001,170595374,170595465,1,90,20,0.52
8864,170595001,170595374,170595465,1,90,33,1.0
8865,170595001,170595374,170595465,1,90,22,0.82
8866,170595001,170595374,170595465,1,90,32,0.61
8867,170595001,170595374,170595465,1,90,33,0.17
8868,170595001,170595374,170595465,1,90,33,0.05
8869,170595001,170595374,170595465,1,90,33,0.84
8870,170595001,170595374,170595465,1,90,33,0.19
8871,170595001,170595374,170595465,1,90,28,0.2
8872,170595001,170595374,170595465,1,90,33,0.12
8873,170595001,170595374,170595465,1,90,33,0.86
8874,170595001,170595374,170595465,1,90,32,0.57
8875,170595001,170595374,170595465,1,90,32,0.46
8876,170595001,170595374,170595465,1,90,33,0.5
8877,170595001,170595379,170595470,1,90,33,0.15
8878,170595001,170595379,170595470,1,90,33,0.83
8879,170595001,170595379,170595470,1,90,35,0.44
8880,170595001,170595379,170595470,1,90,20,0.59
8881,170595001,170595379,170595470,1,91,20,0.03
8882,170595001,170595379,170595470,1,91,18,0.54
8883,170595003,170595281,170595346,2,64,27,0.08
8884,170595006,170595009,170596505,2,1495,134,0.71
8885,170595006,170595007,170595094,1,87,23,0.72
8886,170595008,170595395,170595398,1,3,17,0.54
8887,170595009,170595395,170595398,1,3,19,0.92
8888,170595009,170595395,170595398,1,3,17,0.4
8889,170595009,170595395,170595398,1,3,17,0.18
8890,170595009,170595395,170595398,1,3,18,0.31
8891,170595009,170595395,170595398,1,3,19,0.66
8892,170595009,170595395,170595398,1,2,18,0.44
8893,170595009,170595395,170595398,1,3,19,0.5
8894,170595009,170595395,170595398,1,3,18,0.51
8895,170595009,170595395,170595398,1,3,19,0.01
8896,170595009,170595395,170595398,1,2,18,0.36
8897,170595009,170595395,170595398,1,3,19,0.74
8898,170595009,170595395,170595398,1,2,19,0.6
8899,170595009,170595395,170595398,1,3,19,0.62
8900,170595009,170595396,170595399,1,2,45,0.97
8901,170595010,170595400,170595403,1,3,21,0.63
8902,170595010,170595400,170595403,1,2,21,0.83
8903,170595010,170595400,170595403,1,2,19,0.83
8904,170595010,170595406,170595409,1,2,17,0.54
8905,170595010,170595406,170595409,1,2,17,0.01
8906,170595010,170595406,170595409,1,2,22,0.8
8907,170595010,170595406,170595409,1,3,17,0.74
8908,170595010,170595406,170595409,1,2,44,0.03
8909,170595010,170595406,170595409,1,3,18,0.26
8910,170595011,170595406,170595409,1,2,19,0.23
8911,170595011,170595406,170595409,1,2,19,0.25
8912,170595011,170595406,170595409,1,2,19,0.18
8913,170595011,170595406,170595409,1,3,19,0.42
8914,170595011,170595406,170595409,1,3,19,0.34
8915,170595011,170595406,170595409,1,2,21,0.37
8916,170595011,170595406,170595409,1,2,21,0.33
8917,170595011,170595406,170595409,1,3,19,0.7
8918,170595011,170595406,170595409,1,3,19,0.43
8919,170595011,170595406,170595409,1,2,18,0.23
8920,170595011,170595406,170595409,1,3,19,0.6
8921,170595011,170595406,170595409,1,2,22,0.01
8922,170595011,170595406,170595409,1,3,18,0.64
8923,170595011,170595406,170595409,1,3,18,0.34
8924,170595011,170595406,170595409,1,3,19,0.76
8925,170595011,170595406,170595409,1,3,20,0.41
8926,170595011,170595406,170595409,1,2,19,0.31
8927,170595011,170595406,170595409,1,2,19,0.46
8928,170595011,170595406,170595409,1,3,19,0.57
8929,170595011,170595406,170595409,1,3,19,0.6
8930,170595011,170595406,170595409,1,2,19,0.59
8931,170595011,170595406,170595409,1,2,20,0.42
8932,170595011,170595406,170595409,1,2,20,0.48
8933,170595011,170595406,170595409,1,3,23,0.19
8934,170595014,170595015,170595054,1,39,47,0.42
8935,170595015,170595015,170595054,1,39,59,0.05
8936,170595015,170595015,170595054,1,39,45,0.83
8937,170595015,170595015,170595054,1,38,46,0.43
8938,170595025,170595034,170595577,1,542,20,0.57
8939,170595029,170595056,170595778,1,721,24,0.53
8940,170595030,170595056,170595063,1,7,20,0.15
8941,170595045,170595058,170595961,1,902,24,0.95
8942,170595045,170595046,170595946,1,900,48,0.87
8943,170595064,170595095,170595279,1,184,23,0.9
8944,170595070,170595071,170595942,1,870,61,0.85
8945,170595072,170595107,170595821,4,713,61,0.29
8946,170595096,170595107,170595163,1,55,253,0.56
8947,170595096,170595107,170595349,1,241,26,0.29
8948,170595099,170595107,170595128,1,20,25,0.4
8949,170595102,170595107,170595826,1,719,218,0.31
8950,170595108,170595120,170595166,1,45,226,0.84
8951,170595108,170595132,170595405,1,273,36,0.57
8952,170595139,170595145,170595193,1,48,138,0.43
8953,170595181,170595194,170595693,1,499,26,0.23
8954,170595183,170595194,170595695,1,501,23,0.45
8955,170595183,170595218,170595722,1,504,37,0.69
8956,170595183,170595194,170595695,1,501,22,0.34
8957,170595200,170595200,170595565,1,365,152,0.23
8958,170595209,170595218,170595255,1,37,273,0.12
8959,170595212,170597796,170599672,16,1875,179,0.08
8960,170595215,170597796,170599659,16,1863,136,0.48
8961,170595237,170595243,170596611,1,1368,54,0.74
8962,170595247,170595256,170595691,4,435,35,0.05
8963,170595247,170595256,170595691,4,435,26,0.66
8964,170595251,170595256,170595291,1,35,32,0.29
8965,170595282,170595286,170596092,1,805,146,0.63
8966,170595289,170595292,170595661,1,368,226,0.97
8967,170595297,170595823,170597215,1,1392,36,0.13
8968,170595309,170595311,170603774,4,8463,26,0.95
8969,170595311,170595313,170595318,1,5,20,0.5
8970,170595325,170595326,170595364,1,38,56,0.04
8971,170595375,170595375,170595556,1,181,32,0.28
8972,170595378,170595379,170596279,1,900,39,0.34
8973,170595379,170595379,170596277,1,897,24,0.69
8974,170595387,170595387,170595938,1,550,179,0.36
8975,170595398,170597796,170599782,16,1986,166,0.14
8976,170595401,170597997,170599856,16,1859,150,0.03
8977,170595406,170595408,170596133,1,724,26,0.77
8978,170595406,170595408,170596133,1,725,26,0.28
8979,170595411,170595413,170595438,1,25,93,0.21
8980,170595477,170595477,170595488,1,11,17,0.06
8981,170595482,170595484,170595986,1,501,22,0.74
8982,170595483,170595483,170595667,1,184,22,0.63
8983,170595508,170595508,170595511,1,2,18,0.01
8984,170595509,170595509,170595754,1,245,124,0.66
8985,170595511,170595513,170595522,1,9,45,0.81
8986,170595522,170595522,170595525,2,2,20,0.47
8987,170595532,170595532,170595572,1,40,59,0.47
8988,170595535,170595535,170595574,1,38,55,0.95
8989,170595535,170595535,170595574,1,38,44,0.96
8990,170595535,170595537,170595577,1,40,44,0.63
8991,170595535,170595537,170595577,1,40,46,0.92
8992,170595537,170596603,170597085,80,481,287,0.72
8993,170595537,170597087,170597794,80,706,287,0.19
8994,170595537,170598380,170598763,80,383,360,0.49
8995,170595537,170599242,170601404,80,2162,284,0.21
8996,170595538,170595538,170595546,1,7,56,0.45
8997,170595552,170595552,170595843,1,291,32,0.42
8998,170595568,170595568,170595571,1,2,152,0.61
8999,170595571,170595572,170595598,1,25,128,0.44
9000,170595573,170595573,170596888,1,1315,37,0.99
9001,170595584,170595585,170596488,1,902,24,0.48
9002,170595584,170604221,170606256,16,2035,149,0.1
9003,170595586,170595586,170596102,1,516,18,0.57
9004,170595590,170595590,170595606,1,15,18,0.97
9005,170595592,170595593,170595807,1,214,215,0.27
9006,170595594,170595594,170595601,1,7,44,0.87
9007,170595608,170595608,170596296,1,688,186,0.78
9008,170595613,170595613,170595939,1,326,295,0.35
9009,170595617,170595617,170597641,1,2024,32,0.01
9010,170595617,170595618,170597640,1,2022,33,0.22
9011,170595617,170595620,170597638,1,2018,46,0.31
9012,170595622,170595623,170595790,1,167,20,0.99
9013,170595624,170595625,170595638,1,12,17,0.32
9014,170595625,170595626,170595638,1,12,17,0.42
9015,170595650,170595650,170601250,1,5599,29,0.22
9016,170595650,170595650,170601277,1,5627,29,0.37
9017,170595651,170595665,170601229,1,5564,44,0.17
9018,170595651,170595669,170601260,1,5590,33,0.89
9019,170595651,170595673,170601002,1,5329,45,0.4
9020,170595651,170595697,170600994,1,5296,47,0.57
9021,170595651,170595697,170601066,1,5368,30,0.38
9022,170595651,170595697,170601054,1,5356,30,0.59
9023,170595651,170595699,170601047,1,5347,56,0.11
9024,170595651,170595703,170601278,1,5574,30,0.72
9025,170595654,170595703,170601272,1,5568,40,0.19
9026,170595654,170595703,170601055,1,5351,31,0.53
9027,170595692,170595694,170595877,1,182,26,0.32
9028,170595693,170595696,170596196,1,499,22,0.01
9029,170595695,170595696,170596196,1,499,24,0.29
9030,170595695,170595697,170596198,1,501,25,0.26
9031,170595722,170595723,170596225,1,502,22,0.31
9032,170595734,170595734,170595751,1,17,19,0.93
9033,170595737,170595737,170595748,1,11,18,0.41
9034,170595737,170595738,170595748,1,9,18,0.23
9035,170595737,170595738,170595748,1,9,117,0.15
9048,170595737,170595746,170595791,4,44,126,0.74
9049,170595737,170595746,170595785,4,38,25,0.17
9036,170595738,170595748,170595753,1,4,28,0.71
9037,170595738,170595748,170595753,1,4,31,0.01
9038,170595738,170595748,170595754,1,5,17,0.3
9039,170595739,170612206,170614369,1,2163,164,0.14
9040,170595739,170595754,170595759,1,5,19,0.39
9041,170595739,170595754,170595758,1,4,117,0.59
9042,170595739,170595754,170595758,1,4,18,0.67
9043,170595740,170595754,170595758,1,4,18,0.95
9044,170595740,170595760,170595764,1,4,18,0.35
9045,170595740,170595760,170595764,1,4,17,0.15
9046,170595741,170595759,170595763,1,4,31,0.45
9047,170595742,170595759,170595763,1,4,18,0.36
9050,170595748,170595785,170595789,1,3,18,0.11
9051,170595758,170595760,170595784,1,24,229,0.86
9052,170595777,170595777,170595855,1,77,37,0.44
9053,170595779,170595781,170595806,1,24,139,0.27
9054,170595780,170595780,170602644,1,6864,49,0.39
9055,170595797,170595797,170595799,10,2,23,0.74
9056,170595799,170596232,170596280,4,48,45,0.55
9057,170595799,170595807,170601275,4,5467,36,0.99
9059,170595799,170595831,170601275,4,5443,27,0.67
9060,170595799,170595831,170601275,4,5443,28,0.23
9065,170595799,170595880,170595926,4,46,27,0.98
9058,170595824,170595824,170595832,1,7,18,0.75
9061,170595835,170595835,170595841,1,6,21,0.4
9062,170595864,170595864,170595885,1,20,21,0.46
9063,170595875,170595876,170596240,1,364,44,0.88
9064,170595878,170595878,170596243,1,365,20,0.39
9066,170595885,170595886,170595891,1,4,21,0.84
9067,170595892,170595892,170596707,1,815,30,0.65
9068,170595902,170595902,170603900,1,7997,21,0.25
9069,170595902,170595902,170603911,1,8008,23,0.95
9070,170595902,170595903,170603904,1,8000,25,0.81
9071,170595902,170595903,170603910,1,8007,25,0.59
9072,170595903,170595903,170603909,1,8005,25,0.62
9073,170595903,170595903,170603908,1,8005,25,0.39
9074,170595903,170595903,170603931,1,8028,24,0.58
9075,170595903,170595903,170603908,1,8004,25,0.45
9076,170595903,170595903,170603914,1,8011,25,0.31
9077,170595903,170595903,170603898,1,7994,22,0.09
9078,170595903,170595903,170603914,1,8010,22,0.79
9079,170595903,170595903,170603902,1,7999,22,0.18
9080,170595903,170595903,170603924,1,8021,35,0.06
9081,170595903,170595903,170603899,1,7995,34,0.51
9082,170595903,170595903,170603907,1,8003,35,0.92
9083,170595903,170595903,170603905,1,8002,34,0.99
9084,170595903,170595903,170603885,1,7981,35,0.35
9085,170595903,170595903,170603918,1,8015,35,0.46
9086,170595903,170595903,170603912,1,8008,34,0.3
9087,170595903,170595903,170603904,1,8001,35,0.62
9088,170595903,170595903,170603870,1,7966,35,0.33
9089,170595903,170595903,170603906,1,8003,34,0.19
9090,170595903,170595903,170603926,1,8023,34,0.03
9091,170595903,170595903,170603923,1,8019,36,0.32
9092,170595903,170595928,170603912,1,7984,26,0.95
9093,170595904,170595941,170603926,1,7985,43,0.54
9094,170595904,170595943,170603948,1,8004,56,0.39
9095,170595904,170595944,170603933,1,7988,172,0.24
9096,170595904,170595998,170603979,1,7980,25,0.55
9097,170595904,170596081,170604074,1,7992,23,0.82
9098,170595904,170596081,170604102,1,8020,23,0.37
9099,170595904,170596081,170604078,1,7996,42,0.64
9100,170595904,170596081,170604093,1,8011,42,0.22
9101,170595904,170596081,170604089,1,8007,21,0.42
9102,170595904,170596081,170604079,1,7997,20,0.38
9103,170595904,170596082,170604091,1,8008,27,0.84
9104,170595904,170596082,170604098,1,8015,20,0.17
9105,170595904,170596082,170604084,1,8002,21,0.21
9106,170595904,170596087,170604082,1,7994,32,0.9
9107,170595904,170596087,170604069,1,7981,21,0.04
9108,170595904,170596135,170604144,1,8008,38,0.07
9109,170595904,170596135,170604156,1,8020,37,0.14
9110,170595904,170596162,170604168,1,8005,19,0.34
9111,170595904,170596171,170604178,1,8007,27,0.72
9112,170595904,170596220,170604223,1,8003,35,0.08
9113,170595904,170596220,170604202,1,7982,35,0.87
9114,170595904,170596220,170604200,1,7980,35,0.07
9115,170595904,170596220,170604237,1,8017,19,0.56
9116,170595904,170596220,170604219,1,7999,35,0.31
9117,170595904,170596220,170604188,1,7968,35,0.75
9118,170595907,170595928,170599612,1,3684,25,0.89
9119,170595908,170595910,170595930,1,19,20,0.03
9120,170595915,170595915,170595920,1,5,17,0.9
9121,170595916,170595928,170599593,1,3665,24,0.49
9122,170595920,170595920,170595928,1,7,21,0.99
9123,170595921,170595922,170595931,1,9,33,0.17
9124,170595922,170595928,170599498,1,3570,23,0.62
9125,170595927,170595927,170595948,1,20,23,0.46
9126,170595942,170595942,170595951,1,8,47,0.89
9127,170595946,170595949,170596853,1,903,47,0.12
9128,170595950,170595950,170596191,1,240,18,0.27
9129,170595955,170595955,170595979,1,23,115,0.26
9130,170595958,170595958,170595961,1,3,18,0.16
9131,170595961,170595963,170596865,1,902,24,0.12
9132,170595967,170596232,170601635,1,5403,28,0.39
9133,170595967,170595968,170595975,1,7,21,0.06
9134,170595968,170595968,170595977,1,8,31,0.15
9135,170595973,170596232,170601635,1,5403,47,0.67
9136,170595986,170595987,170596488,1,500,22,0.89
