jobid,submit,start,end,nnodes,duration,max_memory,randomness
0,168576504,168576504,168580806,2,4302,100,0.9
1,168580999,168580999,168585302,2,4303,100,0.91
2,168585304,168585304,168589611,2,4307,96,0.88
3,168589904,168589904,168594215,2,4311,97,0.94
4,168594394,168594394,168598695,2,4301,115,0.86
5,168576558,168576558,168580860,2,4302,98,0.58
6,168581051,168581051,168585352,2,4301,104,0.56
7,168585353,168585353,168589655,2,4301,103,0.51
8,168590077,168590077,168594379,2,4301,98,0.46
9,168594576,168594576,168598877,2,4301,100,0.63
10,168577241,168577241,168581542,2,4301,100,0.85
11,168581687,168581687,168585988,2,4301,100,0.7
12,168586658,168586658,168590960,2,4301,97,0.65
13,168591193,168591193,168595495,2,4301,103,0.22
14,168595573,168595573,168599874,2,4301,105,0.12
15,168576140,168576140,168580455,1,4315,115,0.81
16,168577224,168577224,168581547,4,4323,70,0.63
17,168581740,168581740,168586056,4,4316,73,0.68
18,168586970,168586970,168591295,4,4325,75,0.93
19,168591960,168591960,168596283,4,4322,73,0.79
20,168577318,168577318,168579461,2,2143,90,0.66
21,168583381,168583381,168583448,8,66,141,0.21
22,168577629,168577629,168579788,2,2158,108,0.32
23,168579788,168579788,168581951,2,2163,91,0.65
24,168582252,168582252,168584412,2,2160,96,0.41
25,168584455,168584455,168586615,2,2159,91,0.17
26,168586619,168586619,168588780,2,2161,93,0.3
27,168589257,168589257,168591416,2,2158,93,0.65
28,168591422,168591422,168593581,2,2159,92,0.49
29,168593737,168593737,168595896,2,2159,96,0.87
30,168577630,168577630,168579789,2,2159,96,0.24
31,168579790,168579790,168581949,2,2159,94,0.59
32,168582251,168582251,168584415,2,2163,92,0.16
33,168584530,168584530,168586685,2,2154,91,0.21
34,168586689,168586689,168588848,2,2159,94,0.55
35,168589358,168589358,168591517,2,2159,95,0.31
36,168591793,168591793,168593953,2,2159,91,0.05
37,168594163,168594163,168596323,2,2159,94,0.51
38,168596363,168596363,168598523,2,2159,94,0.36
39,168577781,168577781,168582092,2,4311,92,0.88
40,168582255,168582255,168586567,2,4311,93,0.74
41,168586822,168586822,168591133,2,4311,94,0.55
42,168591222,168591222,168595534,2,4311,100,0.75
43,168595574,168595574,168599886,2,4312,102,0.28
44,168577781,168577781,168582092,2,4311,92,0.95
45,168582256,168582256,168586571,2,4315,93,0.93
46,168586892,168586892,168591204,2,4311,94,0.69
47,168591356,168591356,168595667,2,4311,97,0.52
48,168595707,168595707,168600020,2,4312,100,0.06
49,168578055,168578055,168582372,2,4317,94,0.35
50,168582397,168582397,168586708,2,4311,100,0.19
51,168587069,168587069,168591380,2,4311,97,0.48
52,168591541,168591541,168595852,2,4311,94,0.21
53,168595853,168595853,168600165,2,4311,94,0.02
54,168578261,168578261,168582588,2,4326,91,0.35
55,168582599,168582599,168586911,2,4311,94,0.68
56,168587265,168587265,168591578,2,4312,93,0.34
57,168591800,168591800,168596112,2,4311,96,0.65
58,168596123,168596123,168600435,2,4311,94,0.46
59,168578131,168578131,168582439,2,4308,93,0.62
60,168582447,168582447,168586749,2,4301,94,0.09
61,168587077,168587077,168591378,2,4301,94,0.3
62,168591544,168591544,168595845,2,4301,92,0.17
63,168595918,168595918,168600220,2,4301,96,0.4
64,168578188,168578188,168582493,2,4304,92,0.43
65,168582507,168582507,168586809,2,4301,96,0.49
66,168587290,168587290,168591596,2,4305,96,0.57
67,168591931,168591931,168596232,2,4301,96,0.45
68,168596323,168596323,168600625,2,4301,96,0.87
69,168578202,168578202,168582508,2,4305,93,0.59
70,168582528,168582528,168586829,2,4301,96,0.58
71,168587424,168587424,168591726,2,4301,95,0.16
72,168592055,168592055,168596358,2,4302,94,0.02
73,168596394,168596394,168600695,2,4301,95,0.29
74,168575524,168575524,168579825,2,4301,92,0.6
75,168579827,168579827,168584128,2,4301,97,0.97
76,168584130,168584130,168588432,2,4301,92,0.02
77,168588738,168588738,168593039,2,4301,96,0.46
78,168593322,168593322,168597623,2,4301,94,0.31
79,168575791,168575791,168580092,2,4301,97,0.47
80,168580104,168580104,168584407,2,4302,96,0.89
81,168584457,168584457,168588758,2,4301,95,0.71
82,168589392,168589392,168593693,2,4301,92,0.84
83,168593906,168593906,168598207,2,4301,98,0.25
84,168579861,168579861,168580591,1,729,44,0.94
85,168577759,168577759,168578479,1,719,70,0.75
86,168577759,168577759,168578479,1,719,63,0.86
87,168577760,168577760,168578479,1,719,66,0.69
88,168578862,168578862,168579585,1,722,67,0.4
89,168579132,168579132,168581190,1,2058,68,0.09
90,168579139,168579139,168581190,1,2051,75,0.25
91,168579139,168579139,168579886,1,746,72,0.61
92,168579142,168579142,168581190,1,2048,69,0.67
93,168579443,168579443,168581194,1,1751,63,0.28
94,168579472,168579472,168580188,1,716,72,0.86
95,168579932,168579932,168580647,1,714,67,0.29
96,168579928,168579928,168580647,1,718,65,0.54
97,168580158,168580158,168580876,1,717,75,0.58
98,168580169,168580169,168580887,1,717,57,0.67
99,168580171,168580171,168580887,1,715,61,0.45
100,168580187,168580187,168580897,1,710,62,0.5
101,168580185,168580185,168580902,1,716,64,0.24
102,168580184,168580184,168580912,1,728,70,0.11
103,168582585,168582585,168583311,1,726,60,0.09
104,168582583,168582583,168583311,1,728,53,0.52
105,168582590,168582590,168583311,1,720,57,0.32
106,168582598,168582598,168583311,1,712,58,0.32
107,168582590,168582590,168583311,1,721,61,0.38
108,168582630,168582630,168583349,1,718,62,0.45
109,168582665,168582665,168583439,1,774,49,0.39
110,168582662,168582662,168583491,1,828,65,0.04
111,168582664,168582664,168583440,1,776,70,0.06
112,168582668,168582668,168583454,1,785,60,0.12
113,168582671,168582671,168583456,1,785,63,0.19
114,168582675,168582675,168583454,1,778,65,0.13
115,168582674,168582674,168583455,1,780,62,0.38
116,168582699,168582699,168583454,1,755,52,0.67
117,168582702,168582702,168583477,1,774,63,0.35
118,168582711,168582711,168583477,1,765,64,0.43
119,168582735,168582735,168583477,1,741,62,0.8
120,168582751,168582751,168583477,1,726,70,0.42
121,168582761,168582761,168583491,1,730,54,0.2
122,168582755,168582755,168583491,1,736,64,0.27
123,168582759,168582759,168583491,1,732,68,0.89
124,168582761,168582761,168583491,1,730,52,0.13
125,168582775,168582775,168583506,1,730,66,0.1
126,168582760,168582760,168583506,1,746,55,0.14
127,168582760,168582760,168583502,1,742,54,0.55
128,168582768,168582768,168583506,1,737,56,0.61
129,168582771,168582771,168583571,1,799,58,0.05
130,168582764,168582764,168583491,1,726,61,0.81
131,168581702,168581702,168582420,1,718,63,0.1
132,168581706,168581706,168582420,1,714,61,0.03
133,168581708,168581708,168582420,1,712,68,0.33
134,168581709,168581709,168582420,1,711,62,0.22
135,168581708,168581708,168582426,1,717,67,0.29
136,168581706,168581706,168582427,1,721,66,0.99
137,168581699,168581699,168582440,1,741,68,0.57
138,168582768,168582768,168583527,1,758,59,0.01
139,168582773,168582773,168583578,1,804,56,0.88
140,168582780,168582780,168583513,1,733,59,0.99
141,168582779,168582779,168583531,1,752,56,0.6
142,168582785,168582785,168584062,1,1276,67,0.73
143,168582781,168582781,168583549,1,768,59,0.38
144,168582781,168582781,168583564,1,783,60,0.94
145,168582792,168582792,168584267,1,1474,61,0.14
146,168582789,168582789,168583591,1,801,61,0.53
147,168583271,168583271,168583986,1,715,63,0.2
148,168583271,168583271,168583987,1,715,63,0.7
149,168583315,168583315,168584267,1,952,65,0.14
150,168583319,168583319,168584040,1,721,59,0.9
151,168583319,168583319,168584040,1,721,64,0.97
152,168581262,168581262,168581974,1,712,62,0.25
153,168581262,168581262,168581974,1,712,73,0.81
154,168583319,168583319,168584040,1,720,58,0.97
155,168583319,168583319,168584040,1,721,61,0.53
156,168583385,168583385,168584110,1,725,63,0.14
157,168583385,168583385,168584110,1,724,59,0.06
158,168583385,168583385,168584116,1,731,62,0.91
159,168583385,168583385,168584110,1,725,71,0.82
160,168583385,168583385,168584110,1,725,60,0.88
161,168583385,168583385,168584110,1,725,66,0.91
162,168583385,168583385,168584110,1,725,66,0.63
163,168583385,168583385,168584110,1,725,62,0.19
164,168583385,168583385,168584110,1,724,67,0.8
165,168583385,168583385,168584110,1,725,66,0.81
166,168583385,168583385,168584110,1,725,67,0.13
167,168581240,168581240,168581966,1,726,86,0.6
168,168581244,168581244,168581989,1,745,62,0.04
169,168581241,168581241,168581990,1,748,70,0.95
170,168583385,168583385,168584110,1,725,67,0.66
171,168583385,168583385,168584110,1,724,60,0.32
172,168583385,168583385,168584110,1,724,72,0.96
173,168583389,168583389,168584110,1,721,62,0.62
174,168583389,168583389,168584110,1,720,60,0.41
175,168583396,168583396,168584110,1,713,69,0.74
176,168583391,168583391,168584110,1,718,61,0.14
177,168583389,168583389,168584110,1,720,65,0.23
178,168583395,168583395,168584114,1,718,71,0.7
179,168583400,168583400,168584114,1,713,72,0.16
180,168583391,168583391,168584114,1,723,65,0.56
181,168583389,168583389,168584110,1,720,60,0.89
182,168583389,168583389,168584114,1,725,61,0.33
183,168583396,168583396,168584114,1,718,63,0.72
184,168583389,168583389,168584114,1,725,70,0.3
185,168583389,168583389,168584114,1,725,69,0.4
186,168583390,168583390,168584114,1,724,60,0.55
187,168583400,168583400,168584114,1,714,68,0.51
188,168583393,168583393,168584119,1,725,75,0.75
189,168583402,168583402,168584119,1,717,69,0.16
190,168583404,168583404,168584138,1,734,74,0.56
191,168583402,168583402,168584123,1,720,46,0.21
192,168583404,168583404,168584123,1,718,70,0.86
193,168583425,168583425,168584146,1,720,62,0.78
194,168583427,168583427,168584146,1,719,63,0.01
195,168583427,168583427,168584160,1,733,60,0.06
196,168583426,168583426,168584175,1,748,60,0.07
197,168583439,168583439,168584182,1,743,56,0.82
198,168583440,168583440,168584178,1,738,56,0.38
199,168583440,168583440,168584188,1,748,64,0.69
200,168583452,168583452,168584182,1,729,61,0.0
201,168583452,168583452,168584269,1,817,60,0.78
202,168583459,168583459,168584182,1,722,73,0.24
203,168583462,168583462,168584182,1,719,60,0.13
204,168583459,168583459,168584182,1,722,61,0.8
205,168583459,168583459,168584182,1,722,64,0.84
206,168583479,168583479,168584271,1,792,63,0.45
207,168583481,168583481,168584201,1,719,67,0.22
208,168583481,168583481,168584201,1,719,66,0.09
209,168583489,168583489,168584270,1,781,71,0.36
210,168583484,168583484,168584271,1,786,64,0.34
211,168583488,168583488,168584267,1,778,63,0.7
212,168583488,168583488,168584270,1,782,61,0.83
213,168583495,168583495,168584269,1,774,61,0.28
214,168583488,168583488,168584291,1,802,68,0.39
215,168583489,168583489,168584291,1,801,64,0.91
216,168583495,168583495,168584291,1,796,74,0.2
217,168583499,168583499,168584295,1,796,72,0.96
218,168583594,168583594,168584350,1,755,77,0.81
219,168583588,168583588,168584350,1,762,68,0.66
220,168583621,168583621,168584350,1,729,69,1.0
221,168583623,168583623,168584350,1,727,58,0.24
222,168583630,168583630,168584362,1,732,72,0.51
223,168583620,168583620,168584366,1,746,71,0.32
224,168583615,168583615,168584366,1,751,67,0.32
225,168583654,168583654,168584373,1,718,66,0.99
226,168583659,168583659,168584376,1,717,76,0.53
227,168583674,168583674,168584376,1,702,68,0.6
228,168583682,168583682,168584376,1,694,56,0.9
229,168583716,168583716,168584435,1,719,65,0.72
230,168583715,168583715,168584435,1,720,68,0.62
231,168583727,168583727,168584450,1,722,62,0.3
232,168583729,168583729,168584439,1,710,59,0.1
233,168584150,168584150,168584965,1,814,67,0.31
234,168583789,168583789,168584504,1,715,63,0.4
235,168583780,168583780,168584504,1,723,73,0.95
236,168583790,168583790,168584504,1,714,67,0.01
237,168583786,168583786,168584504,1,717,61,0.86
238,168583780,168583780,168584505,1,724,75,0.31
239,168583786,168583786,168584504,1,718,65,0.63
240,168583789,168583789,168584536,1,747,69,0.11
241,168583789,168583789,168584536,1,747,68,0.48
242,168584585,168584585,168585308,1,723,64,0.27
243,168584600,168584600,168585322,1,722,57,0.58
244,168584605,168584605,168585322,1,717,67,0.77
245,168584605,168584605,168585322,1,717,58,0.67
246,168584604,168584604,168584926,1,321,63,0.84
247,168584770,168584770,168585496,1,725,67,0.8
248,168584790,168584790,168585514,1,723,63,1.0
249,168584809,168584809,168585526,1,717,60,0.17
250,168584804,168584804,168585536,1,732,58,0.25
251,168584807,168584807,168585537,1,729,65,0.44
252,168584811,168584811,168585534,1,722,57,0.32
253,168584811,168584811,168585539,1,727,56,0.45
254,168584815,168584815,168585539,1,724,61,0.73
255,168584823,168584823,168585539,1,715,60,0.56
256,168584831,168584831,168585552,1,720,60,0.59
257,168584829,168584829,168585555,1,726,65,0.55
258,168584831,168584831,168585556,1,725,66,0.62
259,168584831,168584831,168585555,1,723,63,0.52
260,168584834,168584834,168585555,1,721,65,0.71
261,168584835,168584835,168585555,1,720,69,0.66
262,168584833,168584833,168585555,1,721,60,0.41
263,168584833,168584833,168585555,1,721,66,0.83
264,168584842,168584842,168585555,1,713,74,0.69
265,168584846,168584846,168585567,1,720,68,0.11
266,168584169,168584169,168584905,1,736,68,0.83
267,168584170,168584170,168584984,1,814,72,0.74
268,168584169,168584169,168584984,1,814,62,0.21
269,168584168,168584168,168584905,1,737,61,0.56
270,168584177,168584177,168584905,1,727,65,0.87
271,168584859,168584859,168585588,1,728,69,0.28
272,168584867,168584867,168585590,1,722,72,0.52
273,168584883,168584883,168585605,1,722,65,0.36
274,168584886,168584886,168585606,1,719,58,0.34
275,168584886,168584886,168585605,1,719,54,0.3
276,168584886,168584886,168585604,1,718,61,0.1
277,168584889,168584889,168585612,1,722,76,0.54
278,168584894,168584894,168585612,1,718,50,0.04
279,168584894,168584894,168585618,1,724,57,0.96
280,168584892,168584892,168585623,1,730,64,0.11
281,168584898,168584898,168585628,1,729,63,0.58
282,168584896,168584896,168585627,1,731,64,0.31
283,168584924,168584924,168585631,1,707,55,0.94
284,168584920,168584920,168585641,1,721,63,0.02
285,168584917,168584917,168585640,1,722,57,0.31
286,168584918,168584918,168585636,1,717,57,0.66
287,168584924,168584924,168585648,1,724,66,0.29
288,168584931,168584931,168585652,1,721,63,0.67
289,168584932,168584932,168585651,1,719,58,0.94
290,168584931,168584931,168585649,1,718,74,0.12
291,168584932,168584932,168585649,1,717,67,0.18
292,168584931,168584931,168585648,1,717,49,0.25
293,168584932,168584932,168585650,1,717,56,0.19
294,168584933,168584933,168585648,1,715,53,0.22
295,168584931,168584931,168585652,1,721,69,0.21
296,168584932,168584932,168585650,1,717,72,0.76
297,168584935,168584935,168585651,1,716,55,0.46
298,168584935,168584935,168585663,1,727,59,0.82
299,168584935,168584935,168585655,1,719,61,0.86
300,168584935,168584935,168585656,1,721,56,0.46
301,168584940,168584940,168585655,1,714,69,0.63
302,168584935,168584935,168585655,1,720,70,0.67
303,168584936,168584936,168585656,1,720,45,0.36
304,168584935,168584935,168585655,1,720,62,0.17
305,168584930,168584930,168585655,1,724,61,0.13
306,168584934,168584934,168585655,1,720,64,0.21
307,168584935,168584935,168585655,1,720,62,0.27
308,168584941,168584941,168585655,1,713,65,0.7
309,168584939,168584939,168585655,1,716,64,0.31
310,168584939,168584939,168585655,1,715,62,0.1
311,168584935,168584935,168585658,1,723,59,0.39
312,168584939,168584939,168585655,1,715,59,0.69
313,168584935,168584935,168585656,1,721,58,0.23
314,168584949,168584949,168585669,1,720,70,0.7
315,168584948,168584948,168585668,1,720,59,0.34
316,168584951,168584951,168585676,1,724,67,0.37
317,168584949,168584949,168585681,1,731,64,0.92
318,168584951,168584951,168585681,1,729,69,0.86
319,168584951,168584951,168585693,1,742,69,0.47
320,168584953,168584953,168585701,1,748,54,0.46
321,168584993,168584993,168585708,1,715,48,0.94
322,168585026,168585026,168585747,1,720,53,0.3
323,168585027,168585027,168585748,1,721,60,0.31
324,168585025,168585025,168585744,1,719,67,0.13
325,168585026,168585026,168585744,1,718,62,0.57
326,168585025,168585025,168585744,1,719,62,0.73
327,168585029,168585029,168585744,1,714,61,0.13
328,168585026,168585026,168585744,1,717,56,0.1
329,168585029,168585029,168585745,1,715,58,0.0
330,168585023,168585023,168585744,1,720,58,0.22
331,168585029,168585029,168585752,1,723,58,0.33
332,168585033,168585033,168585752,1,718,66,0.11
333,168585034,168585034,168585751,1,717,64,0.73
334,168585062,168585062,168585760,1,697,62,0.89
335,168585055,168585055,168585759,1,704,69,0.88
336,168585062,168585062,168585758,1,696,66,0.22
337,168585062,168585062,168585759,1,696,70,0.41
338,168585062,168585062,168585760,1,698,63,0.2
339,168585062,168585062,168585758,1,696,62,0.13
340,168585048,168585048,168585763,1,715,68,0.74
341,168585063,168585063,168585765,1,702,61,0.07
342,168585069,168585069,168585762,1,692,70,0.44
343,168585063,168585063,168585763,1,700,71,0.14
344,168585064,168585064,168585762,1,698,71,0.87
345,168585064,168585064,168585758,1,694,73,0.35
346,168585064,168585064,168585762,1,698,72,0.66
347,168585065,168585065,168585758,1,693,66,0.59
348,168585039,168585039,168585758,1,719,70,0.79
349,168585051,168585051,168585759,1,708,69,0.23
350,168585063,168585063,168585763,1,699,64,0.01
351,168585064,168585064,168585763,1,698,71,0.91
352,168585068,168585068,168585762,1,694,72,0.32
353,168585064,168585064,168585759,1,695,71,0.95
354,168585065,168585065,168585759,1,694,59,0.06
355,168585064,168585064,168585760,1,695,68,0.4
356,168585066,168585066,168585759,1,693,70,1.0
357,168585062,168585062,168585763,1,700,62,0.77
358,168585062,168585062,168585760,1,697,63,0.52
359,168585065,168585065,168585762,1,697,58,0.09
360,168585064,168585064,168585761,1,697,64,0.68
361,168585072,168585072,168585763,1,691,67,0.98
362,168585041,168585041,168585761,1,719,56,0.23
363,168585063,168585063,168585766,1,703,62,0.06
364,168585064,168585064,168585762,1,698,62,0.11
365,168585064,168585064,168585761,1,697,59,0.5
366,168585062,168585062,168585765,1,702,62,0.71
367,168585065,168585065,168585763,1,698,62,0.56
368,168585062,168585062,168585763,1,700,67,0.11
369,168585062,168585062,168585767,1,704,56,0.11
370,168585056,168585056,168585770,1,714,66,0.66
371,168585064,168585064,168585767,1,702,59,0.01
372,168585064,168585064,168585769,1,705,67,0.9
373,168585058,168585058,168585770,1,711,60,0.77
374,168585062,168585062,168585768,1,706,70,0.23
375,168585062,168585062,168585770,1,708,65,0.53
376,168585064,168585064,168585768,1,704,64,0.02
377,168585063,168585063,168585768,1,704,65,0.22
378,168584965,168584965,168585713,1,748,58,0.43
379,168584964,168584964,168585724,1,759,54,0.68
380,168585052,168585052,168585767,1,714,69,0.6
381,168585064,168585064,168585768,1,703,62,0.99
382,168585064,168585064,168585767,1,703,63,0.13
383,168585064,168585064,168585766,1,702,67,0.53
384,168585062,168585062,168585776,1,714,60,0.37
385,168585057,168585057,168585774,1,716,74,0.8
386,168585064,168585064,168585776,1,711,66,0.21
387,168585062,168585062,168585774,1,711,63,0.62
388,168585051,168585051,168585774,1,723,55,0.67
389,168585057,168585057,168585774,1,716,67,0.08
390,168585065,168585065,168585774,1,709,66,0.36
391,168585062,168585062,168585775,1,712,76,0.59
392,168585062,168585062,168585774,1,711,64,0.28
393,168585051,168585051,168585775,1,723,65,0.71
394,168585065,168585065,168585776,1,711,63,0.03
395,168585065,168585065,168585776,1,711,57,0.49
396,168585064,168585064,168585776,1,711,61,0.31
397,168585065,168585065,168585776,1,711,72,0.33
398,168585064,168585064,168585776,1,711,72,0.29
399,168585073,168585073,168585779,1,706,60,0.78
400,168585074,168585074,168585807,1,733,56,0.11
401,168585075,168585075,168585807,1,732,67,0.91
402,168585069,168585069,168585807,1,738,72,0.56
403,168585069,168585069,168585807,1,738,63,0.53
404,168585070,168585070,168585807,1,737,69,0.95
405,168585069,168585069,168585814,1,744,73,0.17
406,168585072,168585072,168585814,1,742,62,0.35
407,168585069,168585069,168585814,1,744,69,0.57
408,168585069,168585069,168585814,1,744,66,0.51
409,168585070,168585070,168585814,1,744,62,0.74
410,168585073,168585073,168585814,1,741,72,0.71
411,168585075,168585075,168585814,1,739,67,0.91
412,168585069,168585069,168585870,1,800,65,0.64
413,168576488,168576488,168580809,1,4320,100,0.89
414,168580891,168580891,168585213,1,4322,102,0.24
415,168576495,168576495,168580816,1,4321,100,0.87
416,168580904,168580904,168585223,1,4319,102,0.94
417,168578451,168578451,168582771,3,4319,114,0.14
418,168582776,168582776,168587079,3,4302,116,0.66
419,168588612,168588612,168592914,3,4302,114,0.53
420,168593167,168593167,168597468,3,4301,112,0.82
421,168578456,168578456,168582761,3,4305,111,0.46
422,168582780,168582780,168587082,3,4302,118,0.39
423,168588615,168588615,168592917,3,4302,112,0.41
424,168593165,168593165,168597467,3,4302,113,0.09
425,168578459,168578459,168582771,3,4312,112,0.56
426,168582781,168582781,168587082,3,4301,117,0.9
427,168589142,168589142,168593444,3,4302,115,0.82
428,168593569,168593569,168597872,3,4302,113,0.04
429,168576044,168576044,168579132,4,3087,66,0.41
430,168579146,168579146,168581948,4,2801,64,0.51
431,168582261,168582261,168585156,4,2895,63,0.43
432,168585159,168585159,168587834,4,2674,61,0.86
433,168588648,168588648,168591490,4,2842,66,0.28
434,168592025,168592025,168594795,4,2770,65,0.81
435,168595517,168595517,168598231,4,2714,68,0.13
436,168578476,168578476,168582778,3,4301,111,0.33
437,168582785,168582785,168583341,3,556,108,0.04
438,168583380,168583380,168587682,3,4301,113,0.76
439,168589212,168589212,168593514,3,4301,115,0.91
440,168593725,168593725,168598027,3,4301,115,0.09
441,168578485,168578485,168582789,3,4303,117,0.25
442,168582790,168582790,168587091,3,4301,119,0.72
443,168589790,168589790,168594092,3,4302,111,0.18
444,168594161,168594161,168598464,3,4302,115,0.97
445,168578179,168578179,168582383,16,4204,89,0.76
446,168579073,168579073,168583393,8,4319,170,0.93
447,168578211,168578211,168582533,1,4322,84,0.8
448,168582567,168582567,168586888,1,4320,96,0.57
449,168581191,168581191,168583344,44,2152,106,0.83
450,168575788,168575788,168580109,1,4320,84,1.0
451,168580112,168580112,168584434,1,4321,90,0.13
452,168584508,168584508,168588828,1,4320,87,0.77
453,168575803,168575803,168580123,1,4320,91,0.03
454,168580131,168580131,168584452,1,4321,88,0.37
455,168584519,168584519,168588840,1,4321,85,0.69
456,168576948,168576948,168581269,1,4320,90,0.98
457,168581269,168581269,168585592,1,4323,90,0.17
458,168578183,168578183,168582476,44,4293,128,0.89
459,168578184,168578184,168581691,24,3506,87,0.11
460,168578666,168578666,168582247,24,3581,93,0.65
461,168581194,168581194,168584760,24,3566,92,0.66
462,168581193,168581193,168584723,24,3530,90,0.19
463,168581195,168581195,168584767,24,3572,94,0.83
464,168581194,168581194,168584747,24,3553,92,0.64
465,168581194,168581194,168584814,24,3619,95,0.07
466,168581194,168581194,168584764,24,3569,93,0.37
467,168581195,168581195,168584743,24,3548,93,0.53
468,168581195,168581195,168584743,24,3547,93,0.94
469,168581194,168581194,168584755,24,3561,92,0.16
470,168581194,168581194,168584781,24,3586,92,0.43
471,168581195,168581195,168584774,24,3578,93,0.14
472,168581194,168581194,168584735,24,3541,95,0.79
473,168581194,168581194,168584750,24,3555,90,0.66
474,168581194,168581194,168584761,24,3566,94,0.13
475,168581194,168581194,168584713,24,3518,88,0.82
476,168581194,168581194,168584772,24,3577,94,0.64
477,168581194,168581194,168584744,24,3549,91,0.36
478,168581195,168581195,168584747,24,3551,96,0.73
479,168581194,168581194,168584763,24,3568,93,0.04
480,168581194,168581194,168584762,24,3568,96,0.34
481,168581194,168581194,168584721,24,3526,89,0.7
482,168581195,168581195,168584803,24,3608,93,0.35
483,168581195,168581195,168584744,24,3549,89,0.86
484,168581195,168581195,168584720,24,3525,94,0.79
485,168581194,168581194,168584758,24,3564,94,0.09
486,168581194,168581194,168584768,24,3574,94,0.52
487,168581195,168581195,168584768,24,3572,92,0.64
488,168581194,168581194,168584767,24,3572,93,0.45
489,168581195,168581195,168584750,24,3555,92,0.09
490,168581194,168581194,168584763,24,3568,90,0.14
491,168581195,168581195,168584769,24,3574,96,0.38
492,168581211,168581211,168584762,24,3550,235,0.35
493,168581233,168581233,168584772,24,3538,89,0.62
494,168581260,168581260,168584860,24,3599,94,0.95
495,168581264,168581264,168584820,24,3556,91,0.28
496,168581269,168581269,168584866,24,3597,93,0.87
497,168581269,168581269,168584836,24,3566,90,0.87
498,168581368,168581368,168584935,24,3567,91,0.8
499,168581370,168581370,168584905,24,3534,89,0.3
500,168581990,168581990,168585556,24,3566,93,0.43
501,168582587,168582587,168586178,24,3591,92,0.4
502,168582654,168582654,168586224,24,3569,93,0.37
503,168584115,168584115,168587701,24,3585,93,0.12
504,168584509,168584509,168588082,24,3573,92,0.77
505,168584868,168584868,168588434,24,3566,93,0.01
506,168584923,168584923,168588501,24,3578,93,0.45
507,168584945,168584945,168588490,24,3545,89,0.95
508,168584956,168584956,168588516,24,3559,90,0.82
509,168584962,168584962,168588513,24,3551,90,0.33
510,168584980,168584980,168588544,24,3563,91,0.04
511,168585037,168585037,168588554,24,3517,88,0.46
512,168585040,168585040,168588563,24,3523,92,0.16
513,168585037,168585037,168588574,24,3537,93,0.45
514,168585037,168585037,168588600,24,3563,90,0.45
515,168585038,168585038,168588591,24,3552,90,0.83
516,168585038,168585038,168588598,24,3560,91,0.05
517,168585039,168585039,168588605,24,3565,90,0.65
518,168585037,168585037,168588613,24,3576,91,0.64
519,168585039,168585039,168588580,24,3541,91,0.62
520,168585040,168585040,168588610,24,3570,90,0.65
521,168585037,168585037,168588625,24,3588,90,0.81
522,168585038,168585038,168588600,24,3561,91,0.61
523,168585037,168585037,168588619,24,3582,93,0.25
524,168585040,168585040,168588601,24,3560,93,0.56
525,168585038,168585038,168588614,24,3575,89,0.18
526,168585038,168585038,168588590,24,3552,91,0.86
527,168585038,168585038,168588606,24,3568,92,0.16
528,168585037,168585037,168588612,24,3575,93,0.66
529,168585063,168585063,168588633,24,3569,93,0.3
530,168585220,168585220,168588760,24,3540,92,0.79
531,168585220,168585220,168588793,24,3573,93,0.95
532,168585384,168585384,168588975,24,3590,94,0.15
533,168585559,168585559,168589117,24,3558,90,0.39
534,168585561,168585561,168589137,24,3576,94,0.04
535,168585636,168585636,168589178,24,3541,170,0.53
536,168585643,168585643,168589198,24,3554,92,0.35
537,168585649,168585649,168589243,24,3594,92,0.57
538,168585651,168585651,168589206,24,3555,90,0.33
539,168585755,168585755,168589344,24,3588,91,0.18
540,168585762,168585762,168589356,24,3593,93,0.81
541,168585767,168585767,168589324,24,3557,94,0.68
542,168585777,168585777,168589362,24,3584,92,0.59
543,168588794,168588794,168592359,24,3565,89,0.75
544,168588976,168588976,168592579,24,3602,98,0.22
545,168589439,168589439,168593020,24,3581,92,0.05
546,168592120,168592120,168595756,24,3636,92,0.35
547,168594562,168594562,168598127,24,3565,92,0.85
548,168594575,168594575,168598151,24,3575,92,0.85
549,168577200,168577200,168581519,1,4319,90,0.0
550,168579844,168579844,168580566,2,722,67,0.51
551,168580594,168580594,168581192,2,597,76,0.48
552,168579841,168579841,168580567,2,725,70,0.24
553,168580594,168580594,168581192,2,597,67,0.81
554,168579841,168579841,168580567,2,725,68,0.71
555,168580596,168580596,168581195,2,598,68,0.44
556,168579843,168579843,168580568,2,725,66,0.1
557,168580596,168580596,168581047,2,451,68,0.79
558,168579843,168579843,168580570,2,727,68,0.7
559,168580597,168580597,168581052,2,455,68,0.26
560,168583459,168583459,168583544,2,84,70,0.11
561,168583645,168583645,168583788,2,142,69,0.25
562,168579844,168579844,168580576,2,732,68,0.58
563,168580596,168580596,168581195,2,598,66,0.13
564,168583389,168583389,168583544,2,154,77,0.54
565,168583645,168583645,168583787,2,142,69,0.85
566,168579844,168579844,168580566,2,722,69,0.35
567,168580594,168580594,168581195,2,601,76,0.22
568,168583653,168583653,168583787,2,134,73,0.86
569,168579842,168579842,168580568,2,725,67,0.19
570,168580597,168580597,168580883,2,286,66,0.83
571,168583440,168583440,168583544,2,103,71,0.19
